Customer ID,Customer Name,Segment
C0229,Arnav Jha,Corporate
C0439,Isha Rao,Home Office
C0959,Shreya Rao,Corporate
C0106,Aman Dixit,Consumer
C0489,Kiran Jha,Home Office
C1101,Vikas Agarwal,Corporate
C1176,Vishal Mishra,Home Office
C1196,Yash Mishra,Home Office
C0153,Ananya Kumar,Consumer
C0552,Mohit Khan,Home Office
C1178,Vishal Patel,Home Office
C0244,Ashish Choudhary,Home Office
C0494,Kiran Malhotra,Consumer
C1027,Sumit Gupta,Corporate
C0445,Karan Das,Corporate
C1167,Vishal Gupta,Corporate
C1162,Vishal Bansal,Corporate
C0438,Isha Patel,Consumer
C0488,Kiran Jain,Corporate
C0600,Neha Reddy,Consumer
C0509,Manish Jha,Home Office
C0265,Ayush Das,Home Office
C0381,Divya Agarwal,Corporate
C0917,Sanjay Nair,Corporate
C0925,Shivam Das,Corporate
C0824,Rohit Choudhary,Home Office
C0795,Ravi Mehta,Home Office
C0848,Sachin Jain,Consumer
C0549,Mohit Jha,Home Office
C0623,Nisha Chauhan,Consumer
C0620,Nikhil Reddy,Home Office
C0887,Sameer Gupta,Corporate
C0999,Sonal Rao,Home Office
C1020,Sourabh Reddy,Corporate
C0459,Karan Rao,Consumer
C0696,Prakash Mishra,Home Office
C1048,Sunita Jain,Corporate
C0313,Chetan Kumar,Home Office
C0109,Aman Jha,Corporate
C1102,Vikas Bansal,Home Office
C0396,Divya Mishra,Home Office
C0397,Divya Nair,Home Office
C0713,Priya Kumar,Consumer
C0373,Dev Kumar,Home Office
C0676,Pooja Mishra,Corporate
C0204,Arjun Choudhary,Home Office
C1058,Sunita Patel,Consumer
C0375,Dev Mehta,Consumer
C1067,Tanya Gupta,Home Office
C1122,Vikram Bansal,Corporate
C1197,Yash Nair,Consumer
C1142,Vinay Bansal,Corporate
C0564,Naina Choudhary,Consumer
C0169,Anil Jha,Corporate
C0727,Rahul Gupta,Corporate
C0144,Ananya Choudhary,Home Office
C0162,Anil Bansal,Consumer
C0788,Ravi Jain,Consumer
C0674,Pooja Malhotra,Corporate
C1123,Vikram Chauhan,Corporate
C0613,Nikhil Kumar,Corporate
C0181,Anjali Agarwal,Corporate
C0743,Raj Chauhan,Consumer
C0840,Rohit Reddy,Home Office
C0410,Gaurav Joshi,Home Office
C0578,Naina Patel,Consumer
C0780,Rakesh Reddy,Home Office
C0719,Priya Rao,Corporate
C0558,Mohit Patel,Home Office
C1038,Sumit Patel,Consumer
C0464,Kavya Choudhary,Consumer
C0080,Akash Reddy,Home Office
C0318,Chetan Patel,Corporate
C1146,Vinay Dixit,Consumer
C0587,Neha Gupta,Home Office
C0413,Gaurav Kumar,Consumer
C1200,Yash Reddy,Consumer
C0279,Ayush Rao,Consumer
C0077,Akash Nair,Home Office
C0769,Rakesh Jha,Home Office
C0809,Riya Jha,Home Office
C0529,Meera Jha,Corporate
C0716,Priya Mishra,Home Office
C0631,Nisha Kapoor,Consumer
C0922,Shivam Bansal,Consumer
C0314,Chetan Malhotra,Home Office
C0034,Aditi Malhotra,Home Office
C0263,Ayush Chauhan,Consumer
C1096,Varun Mishra,Consumer
C0733,Rahul Kumar,Home Office
C1179,Vishal Rao,Consumer
C1044,Sunita Choudhary,Home Office
C1115,Vikas Mehta,Corporate
C1155,Vinay Mehta,Corporate
C0675,Pooja Mehta,Consumer
C1151,Vinay Kapoor,Corporate
C0324,Deepak Choudhary,Home Office
C1039,Sumit Rao,Corporate
C0934,Shivam Malhotra,Home Office
C0770,Rakesh Joshi,Consumer
C0942,Shreya Bansal,Home Office
C0690,Prakash Joshi,Home Office
C0858,Sachin Patel,Corporate
C0829,Rohit Jha,Consumer
C0097,Akshay Nair,Corporate
C0008,Aarav Jain,Corporate
C0940,Shivam Reddy,Home Office
C0778,Rakesh Patel,Corporate
C0220,Arjun Reddy,Consumer
C0661,Pooja Agarwal,Corporate
C1054,Sunita Malhotra,Corporate
C1158,Vinay Patel,Consumer
C0258,Ashish Patel,Corporate
C1153,Vinay Kumar,Corporate
C0786,Ravi Dixit,Home Office
C1043,Sunita Chauhan,Consumer
C0563,Naina Chauhan,Consumer
C0386,Divya Dixit,Home Office
C0534,Meera Malhotra,Corporate
C0427,Isha Gupta,Corporate
C0660,Pankaj Reddy,Home Office
C0331,Deepak Kapoor,Home Office
C0897,Sameer Nair,Home Office
C0085,Akshay Das,Consumer
C0665,Pooja Das,Consumer
C1005,Sourabh Das,Corporate
C0362,Dev Bansal,Corporate
C0485,Kiran Das,Home Office
C0285,Bhavna Das,Corporate
C0330,Deepak Joshi,Corporate
C0869,Sakshi Jha,Corporate
C0233,Arnav Kumar,Home Office
C0107,Aman Gupta,Home Office
C0881,Sameer Agarwal,Corporate
C0907,Sanjay Gupta,Consumer
C0615,Nikhil Mehta,Consumer
C0582,Neha Bansal,Corporate
C0689,Prakash Jha,Corporate
C0943,Shreya Chauhan,Corporate
C0997,Sonal Nair,Consumer
C0971,Sneha Kapoor,Consumer
C0110,Aman Joshi,Consumer
C0531,Meera Kapoor,Corporate
C0589,Neha Jha,Corporate
C0513,Manish Kumar,Consumer
C1095,Varun Mehta,Corporate
C0433,Isha Kumar,Corporate
C1106,Vikas Dixit,Consumer
C0417,Gaurav Nair,Home Office
C0756,Raj Mishra,Home Office
C0453,Karan Kumar,Corporate
C0709,Priya Jha,Corporate
C0454,Karan Malhotra,Corporate
C0390,Divya Joshi,Consumer
C0015,Aarav Mehta,Home Office
C1126,Vikram Dixit,Corporate
C0724,Rahul Choudhary,Home Office
C0626,Nisha Dixit,Consumer
C0478,Kavya Patel,Consumer
C0048,Aditya Jain,Consumer
C0975,Sneha Mehta,Home Office
C0976,Sneha Mishra,Consumer
C0910,Sanjay Joshi,Home Office
C0721,Rahul Agarwal,Consumer
C0353,Deepika Kumar,Corporate
C0938,Shivam Patel,Corporate
C0315,Chetan Mehta,Consumer
C1150,Vinay Joshi,Corporate
C0444,Karan Choudhary,Consumer
C0051,Aditya Kapoor,Home Office
C0495,Kiran Mehta,Corporate
C0658,Pankaj Patel,Consumer
C0731,Rahul Kapoor,Consumer
C0568,Naina Jain,Consumer
C0810,Riya Joshi,Home Office
C0159,Ananya Rao,Home Office
C0334,Deepak Malhotra,Consumer
C0129,Amit Jha,Home Office
C0370,Dev Joshi,Corporate
C0794,Ravi Malhotra,Home Office
C0672,Pooja Khan,Consumer
C0515,Manish Mehta,Home Office
C0670,Pooja Joshi,Consumer
C1021,Sumit Agarwal,Consumer
C0103,Aman Chauhan,Corporate
C0473,Kavya Kumar,Consumer
C0523,Meera Chauhan,Corporate
C1046,Sunita Dixit,Home Office
C0774,Rakesh Malhotra,Corporate
C0850,Sachin Joshi,Corporate
C0082,Akshay Bansal,Consumer
C0647,Pankaj Gupta,Corporate
C0289,Bhavna Jha,Home Office
C0649,Pankaj Jha,Corporate
C0025,Aditi Das,Home Office
C0734,Rahul Malhotra,Home Office
C0063,Akash Chauhan,Home Office
C0391,Divya Kapoor,Home Office
C0872,Sakshi Khan,Corporate
C1166,Vishal Dixit,Corporate
C0030,Aditi Joshi,Corporate
C0261,Ayush Agarwal,Consumer
C0407,Gaurav Gupta,Corporate
C0479,Kavya Rao,Consumer
C0250,Ashish Joshi,Corporate
C0035,Aditi Mehta,Home Office
C1185,Yash Das,Home Office
C1002,Sourabh Bansal,Corporate
C0111,Aman Kapoor,Consumer
C0998,Sonal Patel,Consumer
C0083,Akshay Chauhan,Corporate
C0960,Shreya Reddy,Corporate
C0588,Neha Jain,Home Office
C1052,Sunita Khan,Corporate
C0073,Akash Kumar,Home Office
C1144,Vinay Choudhary,Home Office
C1154,Vinay Malhotra,Corporate
C0862,Sakshi Bansal,Corporate
C0784,Ravi Choudhary,Consumer
C0718,Priya Patel,Corporate
C0828,Rohit Jain,Home Office
C0256,Ashish Mishra,Corporate
C0835,Rohit Mehta,Home Office
C0707,Priya Gupta,Consumer
C0335,Deepak Mehta,Corporate
C0363,Dev Chauhan,Consumer
C0779,Rakesh Rao,Corporate
C0728,Rahul Jain,Corporate
C0602,Nikhil Bansal,Home Office
C0196,Anjali Mishra,Consumer
C0338,Deepak Patel,Corporate
C0183,Anjali Chauhan,Consumer
C0096,Akshay Mishra,Home Office
C0792,Ravi Khan,Corporate
C1138,Vikram Patel,Home Office
C1003,Sourabh Chauhan,Corporate
C0646,Pankaj Dixit,Consumer
C0288,Bhavna Jain,Corporate
C0741,Raj Agarwal,Home Office
C0064,Akash Choudhary,Home Office
C1143,Vinay Chauhan,Consumer
C0322,Deepak Bansal,Corporate
C0548,Mohit Jain,Corporate
C1071,Tanya Kapoor,Home Office
C1107,Vikas Gupta,Corporate
C0212,Arjun Khan,Corporate
C1157,Vinay Nair,Home Office
C0754,Raj Malhotra,Consumer
C0042,Aditya Bansal,Consumer
C0190,Anjali Joshi,Home Office
C0574,Naina Malhotra,Consumer
C0990,Sonal Joshi,Corporate
C0805,Riya Das,Home Office
C0208,Arjun Jain,Corporate
C0296,Bhavna Mishra,Corporate
C0230,Arnav Joshi,Consumer
C0480,Kavya Reddy,Home Office
C1001,Sourabh Agarwal,Home Office
C0845,Sachin Das,Corporate
C1024,Sumit Choudhary,Home Office
C0632,Nisha Khan,Corporate
C0139,Amit Rao,Consumer
C1055,Sunita Mehta,Corporate
C0112,Aman Khan,Home Office
C0065,Akash Das,Consumer
C0395,Divya Mehta,Home Office
C1119,Vikas Rao,Home Office
C0215,Arjun Mehta,Home Office
C0069,Akash Jha,Home Office
C0286,Bhavna Dixit,Corporate
C0852,Sachin Khan,Home Office
C0312,Chetan Khan,Home Office
C1163,Vishal Chauhan,Home Office
C0470,Kavya Joshi,Corporate
C0429,Isha Jha,Corporate
C0037,Aditi Nair,Home Office
C0154,Ananya Malhotra,Corporate
C0448,Karan Jain,Corporate
C1098,Varun Patel,Home Office
C0849,Sachin Jha,Consumer
C1073,Tanya Kumar,Home Office
C0775,Rakesh Mehta,Corporate
C0664,Pooja Choudhary,Corporate
C0180,Anil Reddy,Consumer
C0837,Rohit Nair,Corporate
C1062,Tanya Bansal,Consumer
C0403,Gaurav Chauhan,Home Office
C0553,Mohit Kumar,Consumer
C1164,Vishal Choudhary,Consumer
C0877,Sakshi Nair,Corporate
C0481,Kiran Agarwal,Home Office
C0913,Sanjay Kumar,Consumer
C0255,Ashish Mehta,Consumer
C0402,Gaurav Bansal,Home Office
C0820,Riya Reddy,Consumer
C1129,Vikram Jha,Home Office
C1042,Sunita Bansal,Consumer
C0206,Arjun Dixit,Corporate
C0996,Sonal Mishra,Consumer
C0274,Ayush Malhotra,Home Office
C0474,Kavya Malhotra,Corporate
C1152,Vinay Khan,Consumer
C1100,Varun Reddy,Corporate
C0747,Raj Gupta,Consumer
C0551,Mohit Kapoor,Consumer
C0425,Isha Das,Home Office
C0366,Dev Dixit,Consumer
C0993,Sonal Kumar,Consumer
C0543,Mohit Chauhan,Home Office
C0683,Prakash Chauhan,Consumer
C0012,Aarav Khan,Consumer
C0911,Sanjay Kapoor,Corporate
C0231,Arnav Kapoor,Home Office
C0078,Akash Patel,Consumer
C0332,Deepak Khan,Corporate
C0981,Sonal Agarwal,Home Office
C0416,Gaurav Mishra,Consumer
C0625,Nisha Das,Consumer
C0243,Ashish Chauhan,Consumer
C0259,Ashish Rao,Home Office
C0885,Sameer Das,Home Office
C0092,Akshay Khan,Home Office
C0851,Sachin Kapoor,Corporate
C0521,Meera Agarwal,Corporate
C0284,Bhavna Choudhary,Home Office
C0414,Gaurav Malhotra,Consumer
C0419,Gaurav Rao,Corporate
C0884,Sameer Choudhary,Corporate
C0680,Pooja Reddy,Home Office
C0554,Mohit Malhotra,Consumer
C1103,Vikas Chauhan,Home Office
C0641,Pankaj Agarwal,Corporate
C0738,Rahul Patel,Consumer
C0735,Rahul Mehta,Corporate
C0816,Riya Mishra,Consumer
C0135,Amit Mehta,Consumer
C0736,Rahul Mishra,Consumer
C0047,Aditya Gupta,Corporate
C0758,Raj Patel,Consumer
C0472,Kavya Khan,Corporate
C0310,Chetan Joshi,Corporate
C0591,Neha Kapoor,Consumer
C1030,Sumit Joshi,Corporate
C0369,Dev Jha,Consumer
C1051,Sunita Kapoor,Corporate
C0094,Akshay Malhotra,Corporate
C0634,Nisha Malhotra,Corporate
C0819,Riya Rao,Consumer
C0022,Aditi Bansal,Home Office
C0927,Shivam Gupta,Home Office
C0667,Pooja Gupta,Home Office
C0842,Sachin Bansal,Corporate
C0592,Neha Khan,Consumer
C0921,Shivam Agarwal,Corporate
C0377,Dev Nair,Consumer
C0089,Akshay Jha,Corporate
C1180,Vishal Reddy,Consumer
C0455,Karan Mehta,Home Office
C1031,Sumit Kapoor,Home Office
C1017,Sourabh Nair,Corporate
C0502,Manish Bansal,Corporate
C0923,Shivam Chauhan,Consumer
C0308,Chetan Jain,Home Office
C0491,Kiran Kapoor,Home Office
C0357,Deepika Nair,Home Office
C1170,Vishal Joshi,Home Office
C0843,Sachin Chauhan,Corporate
C0698,Prakash Patel,Corporate
C0382,Divya Bansal,Consumer
C0056,Aditya Mishra,Home Office
C0364,Dev Choudhary,Corporate
C0608,Nikhil Jain,Home Office
C0812,Riya Khan,Corporate
C0165,Anil Das,Home Office
C0120,Aman Reddy,Consumer
C0878,Sakshi Patel,Home Office
C1175,Vishal Mehta,Consumer
C0415,Gaurav Mehta,Corporate
C1019,Sourabh Rao,Corporate
C0339,Deepak Rao,Consumer
C0344,Deepika Choudhary,Home Office
C0016,Aarav Mishra,Consumer
C1124,Vikram Choudhary,Corporate
C0958,Shreya Patel,Consumer
C0841,Sachin Agarwal,Home Office
C0530,Meera Joshi,Consumer
C0688,Prakash Jain,Home Office
C0440,Isha Reddy,Consumer
C0806,Riya Dixit,Home Office
C0150,Ananya Joshi,Home Office
C0512,Manish Khan,Consumer
C1141,Vinay Agarwal,Home Office
C0483,Kiran Chauhan,Home Office
C0782,Ravi Bansal,Consumer
C0043,Aditya Chauhan,Home Office
C0418,Gaurav Patel,Consumer
C0914,Sanjay Malhotra,Home Office
C0755,Raj Mehta,Corporate
C0903,Sanjay Chauhan,Consumer
C0974,Sneha Malhotra,Corporate
C1131,Vikram Kapoor,Corporate
C1064,Tanya Choudhary,Corporate
C0178,Anil Patel,Home Office
C0149,Ananya Jha,Corporate
C0341,Deepika Agarwal,Consumer
C0570,Naina Joshi,Corporate
C0573,Naina Kumar,Consumer
C0343,Deepika Chauhan,Home Office
C0211,Arjun Kapoor,Home Office
C0152,Ananya Khan,Corporate
